Rank,Title,Release_Year,Domestic Box Office,International Box Office,Total Box Office
"1,521",Insidious Chapter 3,2015,"$52,218,558","$68,459,886","$120,678,444"
"1,522",Star Trek V: The Final Frontier,1989,"$52,210,049","$17,989,951","$70,200,000"
"1,523",10,1979,"$52,134,699",$0,"$52,134,699"
"1,524",Identity,2003,"$52,131,264","$30,052,419","$82,183,683"
"1,525",Selma,2015,"$52,076,908","$14,700,000","$66,776,908"
"1,526",The Forbidden Kingdom,2008,"$52,075,270","$77,000,000","$129,075,270"
"1,527","South Park: Bigger, Longer & Uncut",1999,"$52,037,603",$0,"$52,037,603"
"1,528",Predators,2010,"$52,000,688","$75,233,701","$127,234,389"
"1,529",Tyler Perry's Temptation,2013,"$51,975,354",$0,"$51,975,354"
"1,530",Amadeus,1984,"$51,973,029",$0,"$51,973,029"
"1,531",Underworld,2003,"$51,970,690","$43,737,767","$95,708,457"
"1,532",King Arthur,2004,"$51,877,963","$152,000,000","$203,877,963"
"1,533",The Call,2013,"$51,872,378","$17,949,098","$69,821,476"
"1,534",Funny People,2009,"$51,855,045","$20,025,260","$71,880,305"
"1,535",The Odd Life of Timothy Green,2012,"$51,853,450","$3,395,709","$55,249,159"
"1,536",Footloose,2011,"$51,802,742","$11,187,092","$62,989,834"
"1,537",Ghost Rider: Spirit of Vengeance,2012,"$51,774,002","$97,443,353","$149,217,355"
"1,538",Finding Forrester,2000,"$51,768,623","$28,245,000","$80,013,623"
"1,539",The Little Rascals,1994,"$51,764,950","$15,183,000","$66,947,950"
"1,540",Exit Wounds,2001,"$51,758,599","$28,200,000","$79,958,599"
"1,541",Hubble 3D,2010,"$51,758,571","$16,105,160","$67,863,731"
"1,542",I Can Do Bad All By Myself,2009,"$51,733,921",$0,"$51,733,921"
"1,543",Lion,2016,"$51,728,731","$93,984,167","$145,712,898"
"1,544",Finding Neverland,2004,"$51,676,606","$63,359,502","$115,036,108"
"1,545",Awakenings,1990,"$51,636,504",$0,"$51,636,504"
"1,546",The Grey,2012,"$51,580,136","$29,669,040","$81,249,176"
"1,547",My Bloody Valentine,2009,"$51,545,952","$51,290,050","$102,836,002"
"1,548",A Cinderella Story,2004,"$51,438,175","$18,725,930","$70,164,105"
"1,549",Sneakers,1992,"$51,433,000",$0,"$51,433,000"
"1,550",Like Mike,2002,"$51,432,423","$11,000,000","$62,432,423"
"1,551",Enemy at the Gates,2001,"$51,396,781","$45,574,512","$96,971,293"
"1,552",Hoodwinked,2006,"$51,386,611","$58,456,779","$109,843,390"
"1,553",Dragonheart,1996,"$51,364,680","$53,000,000","$104,364,680"
"1,554",Hooper,1978,"$51,290,536",$0,"$51,290,536"
"1,555",Dennis the Menace,1993,"$51,270,765","$66,000,000","$117,270,765"
"1,556",Broadcast News,1987,"$51,249,404","$16,081,905","$67,331,309"
"1,557",The Phantom of the Opera,2004,"$51,225,796","$102,842,832","$154,068,628"
"1,558",The Living Daylights,1987,"$51,185,000","$140,015,000","$191,200,000"
"1,559",Muppets Most Wanted,2014,"$51,178,893","$28,133,408","$79,312,301"
"1,560",Hide and Seek,2005,"$51,100,486","$72,596,255","$123,696,741"
"1,561",Goldfinger,1964,"$51,100,000","$73,800,000","$124,900,000"
"1,562",The Silver Streak,1976,"$51,079,064",$0,"$51,079,064"
"1,563","Oh, God!",1977,"$51,061,196",$0,"$51,061,196"
"1,564",All the President's Men,1976,"$51,048,435",$0,"$51,048,435"
"1,565",Up Close & Personal,1996,"$51,045,801","$49,600,000","$100,645,801"
"1,566",Naked Gun 33 1/3: The Final Insult,1994,"$51,041,856",$0,"$51,041,856"
"1,567",The Hitchhiker's Guide to the Galaxy,2005,"$51,019,112","$51,727,102","$102,746,214"
"1,568",Atonement,2007,"$50,980,159","$78,799,569","$129,779,728"
"1,569",Bull Durham,1988,"$50,888,729",$0,"$50,888,729"
"1,570",The Tale of Despereaux,2008,"$50,877,145","$39,605,172","$90,482,317"
"1,571",Apocalypto,2006,"$50,866,635","$70,165,637","$121,032,272"
"1,572",Something to Talk About,1995,"$50,865,589","$26,441,637","$77,307,226"
"1,573",Ouija,2014,"$50,856,010","$52,827,332","$103,683,342"
"1,574",The Boxtrolls,2014,"$50,837,305","$61,108,946","$111,946,251"
"1,575",Syriana,2005,"$50,824,620","$41,866,339","$92,690,959"
"1,576",The Road to El Dorado,2000,"$50,802,661","$14,897,339","$65,700,000"
"1,577",A Bridge Too Far,1977,"$50,800,000",$0,"$50,800,000"
"1,578",The Mighty Ducks,1992,"$50,752,337",$0,"$50,752,337"
"1,579",Resident Evil: Apocalypse,2004,"$50,740,078","$74,428,656","$125,168,734"
"1,580",Bonnie and Clyde,1967,"$50,700,000",$0,"$50,700,000"
"1,581",The Hurricane,1999,"$50,699,241","$23,257,000","$73,956,241"
"1,582",The Deep,1977,"$50,681,884",$0,"$50,681,884"
"1,583",Resident Evil: Extinction,2007,"$50,648,679","$95,514,241","$146,162,920"
"1,584",The Crow,1994,"$50,638,075",$0,"$50,638,075"
"1,585",Mighty Joe Young,1998,"$50,632,037",$0,"$50,632,037"
"1,586",The Net,1995,"$50,621,733","$59,900,000","$110,521,733"
"1,587",The Tuxedo,2002,"$50,586,000","$53,843,625","$104,429,625"
"1,588",Jack Ryan: Shadow Recruit,2014,"$50,577,412","$80,800,000","$131,377,412"
"1,589",The Love Bug,1969,"$50,576,808",$0,"$50,576,808"
"1,590",Music and Lyrics,2007,"$50,572,589","$95,727,767","$146,300,356"
"1,591",Eddie Murphy Raw,1987,"$50,504,655",$0,"$50,504,655"
"1,592",If I Stay,2014,"$50,474,843","$27,881,327","$78,356,170"
"1,593",The Nightmare Before Christmas,1993,"$50,408,318",$0,"$50,408,318"
"1,594",Diary of a Mad Black Woman,2005,"$50,406,346","$52,010","$50,458,356"
"1,595",A View to a Kill,1985,"$50,327,960","$102,300,000","$152,627,960"
"1,596",K-PAX,2001,"$50,315,140",$0,"$50,315,140"
"1,597",Natural Born Killers,1994,"$50,282,766",$0,"$50,282,766"
"1,598",Hot Tub Time Machine,2010,"$50,269,859","$15,697,891","$65,967,750"
"1,599",Serendipity,2001,"$50,255,310","$27,221,987","$77,477,297"
"1,600",Angels in the Outfield,1994,"$50,236,831",$0,"$50,236,831"
"1,601",Breakdown,1997,"$50,159,144",$0,"$50,159,144"
"1,602",The Book of Life,2014,"$50,151,543","$47,500,000","$97,651,543"
"1,603",Sommersby,1993,"$50,081,992","$90,000,000","$140,081,992"
"1,604",Absolute Power,1997,"$50,068,310",$0,"$50,068,310"
"1,605",Evita,1996,"$50,047,179","$101,900,000","$151,947,179"
"1,606",Stigmata,1999,"$50,041,732","$39,400,000","$89,441,732"
"1,607",Home on the Range,2004,"$50,026,353","$26,456,108","$76,482,461"
"1,608",Under Siege 2: Dark Territory,1995,"$50,024,083","$54,300,000","$104,324,083"
"1,609",When a Man Loves a Woman,1994,"$50,021,959",$0,"$50,021,959"
"1,610",Last Action Hero,1993,"$50,016,394","$87,282,095","$137,298,489"
"1,611",A Walk in the Clouds,1995,"$50,008,143",$0,"$50,008,143"
"1,612",Little Women,1994,"$50,003,303",$0,"$50,003,303"
"1,613",The Deer Hunter,1979,"$50,000,000",$0,"$50,000,000"
"1,614",Reds,1981,"$50,000,000",$0,"$50,000,000"
"1,615",The Way We Were,1973,"$49,919,870",$0,"$49,919,870"
"1,616",Red Tails,2012,"$49,876,377","$489,121","$50,365,498"
"1,617",Pain & Gain,2013,"$49,875,291","$31,400,000","$81,275,291"
"1,618",Legal Eagles,1986,"$49,851,591",$0,"$49,851,591"
"1,619",Popeye,1980,"$49,823,037",$0,"$49,823,037"
"1,620",Major League,1989,"$49,793,054",$0,"$49,793,054"
"1,621",Racing Stripes,2005,"$49,772,522","$40,183,018","$89,955,540"
"1,622",Are We Done Yet?,2007,"$49,662,533","$8,725,535","$58,388,068"
"1,623",Oliver & Company,1988,"$49,576,671",$0,"$49,576,671"
"1,624",Australia,2008,"$49,554,002","$165,526,808","$215,080,810"
"1,625","Planes, Trains & Automobiles",1987,"$49,509,935","$242,306","$49,752,241"
"1,626",Old Dogs,2009,"$49,492,060","$45,612,244","$95,104,304"
"1,627",Runaway Jury,2003,"$49,440,996","$17,897,223","$67,338,219"
"1,628",Land of the Lost,2009,"$49,438,370","$20,110,271","$69,548,641"
"1,629",Shampoo,1975,"$49,407,734",$0,"$49,407,734"
"1,630",National Lampoon's European Vacation,1985,"$49,400,000",$0,"$49,400,000"
"1,631",A Nightmare on Elm Street 4: The Dream Master,1988,"$49,369,899",$0,"$49,369,899"
"1,632",My Sister's Keeper,2009,"$49,200,230","$47,472,772","$96,673,002"
"1,633",The Possession,2012,"$49,130,588","$33,794,476","$82,925,064"
"1,634",This Christmas,2007,"$49,121,934","$611,611","$49,733,545"
"1,635",Bugsy,1991,"$49,103,967",$0,"$49,103,967"
"1,636",Cobra,1986,"$49,042,224",$0,"$49,042,224"
"1,637",Michael Clayton,2007,"$49,033,882","$43,953,769","$92,987,651"
"1,638",Diary of a Wimpy Kid: Dog Days,2012,"$49,008,662","$28,221,033","$77,229,695"
"1,639",Men of Honor,2000,"$48,814,909","$33,524,574","$82,339,483"
"1,640",The Rescuers,1977,"$48,775,599",$0,"$48,775,599"
"1,641",Firewall,2006,"$48,751,189","$34,000,000","$82,751,189"
"1,642",About Last Night,2014,"$48,637,684","$1,808,176","$50,445,860"
"1,643",The Omen,1976,"$48,570,885",$0,"$48,570,885"
"1,644",Date Movie,2006,"$48,548,426","$36,597,739","$85,146,165"
"1,645",Miss Congeniality 2: Armed and Fabulous,2005,"$48,478,006","$52,904,390","$101,382,396"
"1,646",The Dilemma,2011,"$48,475,290","$22,071,575","$70,546,865"
"1,647",Peter Pan: Return to Neverland,2002,"$48,430,258","$61,432,424","$109,862,682"
"1,648",Peter Pan,2003,"$48,417,850","$46,837,635","$95,255,485"
"1,649",Just Like Heaven,2005,"$48,318,130","$52,368,953","$100,687,083"
"1,650",The Game,1997,"$48,265,581","$32,104,389","$80,369,970"
"1,651",The House Bunny,2008,"$48,237,389","$23,153,212","$71,390,601"
"1,652",Malcolm X,1992,"$48,169,910",$0,"$48,169,910"
"1,653",G.I. Jane,1997,"$48,169,156",$0,"$48,169,156"
"1,654",Fat Albert,2004,"$48,114,556","$449,000","$48,563,556"
"1,655",The Preacher's Wife,1996,"$48,102,795",$0,"$48,102,795"
"1,656",Tightrope,1984,"$48,100,000",$0,"$48,100,000"
"1,657",Speed 2: Cruise Control,1997,"$48,097,081","$102,370,919","$150,468,000"
"1,658",The Land Before Time,1988,"$48,092,846","$33,880,000","$81,972,846"
"1,659",Sinister,2012,"$48,086,903","$39,640,904","$87,727,807"
"1,660",Kick-Ass,2010,"$48,071,303","$49,459,831","$97,531,134"
"1,661",Kubo and the Two Strings,2016,"$48,023,088","$26,522,503","$74,545,591"
"1,662",Single White Female,1992,"$48,017,402",$0,"$48,017,402"
"1,663",Nim's Island,2008,"$48,006,762","$53,850,663","$101,857,425"
"1,664",The Huntsman: Winter’s War,2016,"$48,003,015","$117,146,287","$165,149,302"
"1,665",Wayne's World 2,1993,"$47,965,000",$0,"$47,965,000"
"1,666",Secret Window,2004,"$47,958,031","$44,153,520","$92,111,551"
"1,667",The Natural,1984,"$47,951,979",$0,"$47,951,979"
"1,668",The Blue Lagoon,1980,"$47,923,795",$0,"$47,923,795"
"1,669",The Skeleton Key,2005,"$47,907,715","$44,349,203","$92,256,918"
"1,670",The Jungle Book 2,2003,"$47,901,582","$92,220,643","$140,122,225"
"1,671",When a Stranger Calls,2006,"$47,860,214","$19,355,221","$67,215,435"
"1,672",Premonition,2007,"$47,852,604","$33,608,739","$81,461,343"
"1,673",Big Fat Liar,2002,"$47,811,275","$4,649,742","$52,461,017"
"1,674",Alien: Resurrection,1997,"$47,795,018","$112,904,982","$160,700,000"
"1,675",Manchester by the Sea,2016,"$47,695,371","$28,010,987","$75,706,358"
"1,676",Dan in Real Life,2007,"$47,642,963","$18,026,038","$65,669,001"
"1,677",The Rundown,2003,"$47,641,743","$33,190,150","$80,831,893"
"1,678",New Jack City,1991,"$47,624,253",$0,"$47,624,253"
"1,679",Into the Storm,2014,"$47,602,194","$109,000,000","$156,602,194"
"1,680",Precious (Based on the Novel Push by Sapphire),2009,"$47,566,524","$21,156,324","$68,722,848"
"1,681",Volcano,1997,"$47,546,796","$72,553,204","$120,100,000"
"1,682",Agent Cody Banks,2003,"$47,545,060","$10,695,398","$58,240,458"
"1,683",An American Tail,1986,"$47,483,002",$0,"$47,483,002"
"1,684",Jupiter Ascending,2015,"$47,482,519","$134,500,000","$181,982,519"
"1,685",The Kingdom,2007,"$47,467,250","$39,042,352","$86,509,602"
"1,686",Poltergeist,2015,"$47,425,125","$48,400,000","$95,825,125"
"1,687",Kingdom of Heaven,2005,"$47,398,413","$171,454,940","$218,853,353"
"1,688",Hard To Kill,1990,"$47,381,386",$0,"$47,381,386"
"1,689",Munich,2005,"$47,379,090","$84,113,682","$131,492,772"
"1,690",Hostel,2006,"$47,326,473","$34,914,637","$82,241,110"
"1,691",Savages,2012,"$47,323,100","$33,271,760","$80,594,860"
"1,692",Airport 1975,1974,"$47,285,152",$0,"$47,285,152"
"1,693",Nanny McPhee,2006,"$47,279,279","$81,466,299","$128,745,578"
"1,694",Warcraft,2016,"$47,225,655","$385,900,000","$433,125,655"
"1,695",First Blood,1982,"$47,212,904","$78,000,000","$125,212,904"
"1,696",The Judge,2014,"$47,119,388","$29,000,000","$76,119,388"
"1,697",The Toy,1982,"$47,118,057",$0,"$47,118,057"
"1,698",Kate and Leopold,2001,"$47,095,453","$23,842,325","$70,937,778"
"1,699",Killers,2010,"$47,059,963","$48,512,786","$95,572,749"
"1,700",Jersey Boys,2014,"$47,047,013","$18,235,719","$65,282,732"
"1,701",Shooter,2007,"$47,003,582","$48,534,978","$95,538,560"
"1,702",Halloween,1978,"$47,000,000","$23,000,000","$70,000,000"
"1,703",Silent Hill,2006,"$46,982,632","$47,721,595","$94,704,227"
"1,704",Urban Cowboy,1980,"$46,918,287",$0,"$46,918,287"
"1,705","See No Evil, Hear No Evil",1989,"$46,900,000",$0,"$46,900,000"
"1,706",Final Destination 2,2003,"$46,896,664","$43,500,000","$90,396,664"
"1,707",Sicario,2015,"$46,889,293","$31,682,444","$78,571,737"
"1,708",Practical Magic,1998,"$46,850,558","$21,486,439","$68,336,997"
"1,709",How to be Single,2016,"$46,843,513","$52,752,419","$99,595,932"
"1,710",The River Wild,1994,"$46,815,000","$47,400,000","$94,215,000"
"1,711",The Spy Who Loved Me,1977,"$46,800,000","$138,600,000","$185,400,000"
"1,712",Boogeyman,2005,"$46,752,382","$20,440,477","$67,192,859"
"1,713",Goodfellas,1990,"$46,743,809","$33,538","$46,777,347"
"1,714","Dude, Where's My Car?",2000,"$46,729,374","$26,450,923","$73,180,297"
"1,715",Fletch,1985,"$46,700,000",$0,"$46,700,000"
"1,716",Dog Day Afternoon,1975,"$46,665,856",$0,"$46,665,856"
"1,717",Colors,1988,"$46,616,067",$0,"$46,616,067"
"1,718",Look Who's Talking Too,1990,"$46,614,448",$0,"$46,614,448"
"1,719",The Rocketeer,1991,"$46,573,027",$0,"$46,573,027"
"1,720",Phone Booth,2003,"$46,566,212","$51,270,926","$97,837,138"
"1,721",The Brady Bunch Movie,1995,"$46,546,167",$0,"$46,546,167"
"1,722",How the West Was Won,1963,"$46,500,000",$0,"$46,500,000"
"1,723",Arthur Christmas,2011,"$46,462,469","$103,254,655","$149,717,124"
"1,724",The Distinguished Gentleman,1992,"$46,434,570",$0,"$46,434,570"
"1,725",The Best Exotic Marigold Hotel,2012,"$46,383,639","$88,256,141","$134,639,780"
"1,726",Romeo+Juliet,1996,"$46,338,728","$101,203,653","$147,542,381"
"1,727",It's a Mad Mad Mad Mad World,1963,"$46,300,000","$13,700,000","$60,000,000"
"1,728",Addams Family Values,1993,"$46,293,855",$0,"$46,293,855"
"1,729",Blended,2014,"$46,290,741","$81,700,000","$127,990,741"
"1,730",Deep Sea 3D,2006,"$46,233,398","$41,778,182","$88,011,580"
"1,731",Walking Tall,2004,"$46,213,824","$1,100,000","$47,313,824"
"1,732",The Enforcer,1976,"$46,200,000",$0,"$46,200,000"
"1,733",One Fine Day,1996,"$46,169,663",$0,"$46,169,663"
"1,734",Deliverance,1972,"$46,122,355",$0,"$46,122,355"
"1,735",Malice,1993,"$46,038,636",$0,"$46,038,636"
"1,736",Made of Honor,2008,"$46,012,734","$60,536,004","$106,548,738"
"1,737",Mike and Dave Need Wedding Dates,2016,"$46,009,673","$29,900,000","$75,909,673"
"1,738",Gangster Squad,2013,"$46,000,903","$58,100,000","$104,100,903"
"1,739",The Full Monty,1997,"$45,950,122","$211,988,527","$257,938,649"
"1,740",The Rainmaker,1997,"$45,916,769",$0,"$45,916,769"
"1,741","Greystoke: The Legend of Tarzan, Lord of the Apes",1984,"$45,900,000",$0,"$45,900,000"
"1,742",Black Rain,1989,"$45,892,212",$0,"$45,892,212"
"1,743",The Breakfast Club,1985,"$45,875,171",$0,"$45,875,171"
"1,744",Snatched,2017,"$45,845,309","$12,000,000","$57,845,309"
"1,745",Underworld 3: Rise of the Lycans,2009,"$45,802,315","$43,300,000","$89,102,315"
"1,746",Firefox,1982,"$45,785,720",$0,"$45,785,720"
"1,747",Saw 3D,2010,"$45,710,178","$88,025,106","$133,735,284"
"1,748",RoboCop 2,1990,"$45,681,173",$0,"$45,681,173"
"1,749",College Road Trip,2008,"$45,610,425","$5,263,498","$50,873,923"
"1,750",D2: The Mighty Ducks,1994,"$45,604,206",$0,"$45,604,206"
"1,751",The Legend of Zorro,2005,"$45,575,336","$95,900,000","$141,475,336"
"1,752",The Tigger Movie,2000,"$45,542,421","$50,605,267","$96,147,688"
"1,753",Cats & Dogs: The Revenge of Kitty Galore,2010,"$45,539,292","$69,440,630","$114,979,922"
"1,754",Moonrise Kingdom,2012,"$45,512,466","$23,069,629","$68,582,095"
"1,755","O Brother, Where Art Thou?",2000,"$45,506,619","$30,257,195","$75,763,814"
"1,756",In Good Company,2004,"$45,489,752","$18,000,000","$63,489,752"
"1,757",The Man From U.N.C.L.E.,2015,"$45,445,109","$60,000,000","$105,445,109"
"1,758",Grizzly Adams,1975,"$45,411,063",$0,"$45,411,063"
"1,759",Thelma & Louise,1991,"$45,361,000","$61,989","$45,422,989"
"1,760",Bean,1997,"$45,334,169","$211,239,959","$256,574,128"
"1,761",The Dirty Dozen,1967,"$45,300,000",$0,"$45,300,000"
"1,762",Here Comes the Boom,2012,"$45,290,318","$27,948,940","$73,239,258"
"1,763",Domestic Disturbance,2001,"$45,207,112","$9,000,000","$54,207,112"
"1,764",Zoolander,2001,"$45,172,250","$15,608,731","$60,780,981"
"1,765",The Great Wall,2017,"$45,157,105","$286,618,661","$331,775,766"
"1,766",The Giver,2014,"$45,090,374","$10,000,000","$55,090,374"
"1,767",28 Days Later…,2003,"$45,064,915","$37,890,718","$82,955,633"
"1,768",Hall Pass,2011,"$45,060,734","$42,112,741","$87,173,475"
"1,769",Spotlight,2015,"$45,055,776","$47,161,953","$92,217,729"
"1,770",Going in Style,2017,"$45,018,541","$33,695,670","$78,714,211"
"1,771",Full Metal Jacket,1987,"$45,015,999",$0,"$45,015,999"
"1,772",Convoy,1978,"$45,000,000",$0,"$45,000,000"
"1,773",Deep Throat,1972,"$45,000,000",$0,"$45,000,000"
"1,774",Smurfs: The Lost Village,2017,"$44,986,234","$152,132,754","$197,118,988"
"1,775",Frequency,2000,"$44,983,704","$23,095,967","$68,079,671"
"1,776",Medicine Man,1992,"$44,948,240",$0,"$44,948,240"
"1,777",Scarface,1983,"$44,942,821",$0,"$44,942,821"
"1,778",Made In America,1993,"$44,942,695","$60,000,000","$104,942,695"
"1,779",Cop Land,1997,"$44,906,632","$18,800,000","$63,706,632"
"1,780",xXx: Return of Xander Cage,2017,"$44,898,413","$300,216,520","$345,114,933"
"1,781",Cop Out,2010,"$44,875,481","$11,034,429","$55,909,910"
"1,782",Timecop,1994,"$44,853,581","$57,200,000","$102,053,581"
"1,783",All Eyez on Me,2017,"$44,834,699","$9,955,000","$54,789,699"
"1,784",Red Dawn,2012,"$44,806,783","$3,357,367","$48,164,150"
"1,785",A Nightmare On Elm Street 3: Dream Warriors,1987,"$44,793,222",$0,"$44,793,222"
"1,786",Midnight Cowboy,1969,"$44,785,053",$0,"$44,785,053"
"1,787",The Replacements,2000,"$44,737,059","$5,317,452","$50,054,511"
"1,788",Young Guns,1988,"$44,726,644",$0,"$44,726,644"
"1,789",The Negotiator,1998,"$44,705,766","$4,400,000","$49,105,766"
"1,790",Jeremiah Johnson,1972,"$44,693,786",$0,"$44,693,786"
"1,791",Magnum Force,1973,"$44,680,473",$0,"$44,680,473"
"1,792",The Internship,2013,"$44,672,764","$49,000,000","$93,672,764"
"1,793",The Artist,2011,"$44,667,095","$83,589,617","$128,256,712"
"1,794",Meet Joe Black,1998,"$44,650,003",$0,"$44,650,003"
"1,795",Lost in Translation,2003,"$44,585,453","$72,499,844","$117,085,297"
"1,796",Napoleon Dynamite,2004,"$44,540,956","$1,581,757","$46,122,713"
"1,797",The Odd Couple,1968,"$44,527,234",$0,"$44,527,234"
"1,798","McFarland, USA",2015,"$44,480,275","$1,227,649","$45,707,924"
"1,799",Nothing To Lose,1997,"$44,480,039","$20,114,022","$64,594,061"
"1,800",No se Aceptan Devoluciones,2013,"$44,467,206","$56,019,410","$100,486,616"
"1,801",The Good Son,1993,"$44,456,478",$0,"$44,456,478"
"1,802",Valley of the Dolls,1967,"$44,432,255",$0,"$44,432,255"
"1,803",The Jungle Book,1994,"$44,342,956",$0,"$44,342,956"
"1,804",The Three Stooges,2012,"$44,338,224","$9,714,025","$54,052,249"
"1,805",Confessions of a Shopaholic,2009,"$44,277,350","$63,750,351","$108,027,701"
"1,806",Amistad,1997,"$44,212,592","$14,037,559","$58,250,151"
"1,807",Young Guns II,1990,"$44,143,410",$0,"$44,143,410"
"1,808",St. Vincent,2014,"$44,137,712","$10,699,522","$54,837,234"
"1,809",The Lovely Bones,2009,"$44,114,232","$50,780,216","$94,894,448"
"1,810",The Sisterhood of the Traveling Pants 2,2008,"$44,089,964","$180,167","$44,270,131"
"1,811",Passenger 57,1992,"$44,065,653",$0,"$44,065,653"
"1,812",The Shining,1980,"$44,017,374","$373,782","$44,391,156"
"1,813",The Last Emperor,1987,"$43,984,987","$3,901","$43,988,888"
"1,814",Speed Racer,2008,"$43,945,766","$49,448,696","$93,394,462"
"1,815",The One,2001,"$43,905,746","$28,783,380","$72,689,126"
"1,816",Love at First Bite,1979,"$43,900,000",$0,"$43,900,000"
"1,817",The Fox and the Hound,1981,"$43,899,231",$0,"$43,899,231"
"1,818",Must Love Dogs,2005,"$43,894,863","$14,510,450","$58,405,313"
